artist_id,artist_mbid,artist_name,tag_name,tag_weight
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,2020s,2
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,synth-pop,7
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,dance-pop,11
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,pc music,2
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,hyperpop,9
698756,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,electropop,15
2389348,0953d634-b964-4f2a-b862-8de475aeaf47,Sexyy Red,hip hop,2
15889,72c090b6-a68e-4cb9-b330-85278681a714,John Cale,baroque pop,2
745878,484b0721-ae64-4212-9a2b-6fc21e0ed64e,Långfinger,boogie,2
745878,484b0721-ae64-4212-9a2b-6fc21e0ed64e,Långfinger,classic rock,2
2692749,27781ae4-8437-4d43-a889-a425374f32d3,Candy Shop,k-pop,2
352784,0b1e766b-e7b1-4f78-8f62-80368133e29a,Mathias Kaden,tech house,2
267351,962e9546-5fc7-465d-81c3-c275ccd9f8ae,U$O,aarhus,2
1644,35ef61ca-43db-4772-ba27-0489e9ebcb69,Emmylou Harris,country rock,2
85257,dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12,Apparat,ambient,2
33563,144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,blues rock,5
85257,dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12,Apparat,electronic,4
649117,9a6b7a48-0886-4a33-a192-b484859e6e25,Creeping,doom metal,2
1021462,70aa3a43-8064-4147-91d4-ea9e7e287cd1,The Vacant Lots,psychedelic rock,2
1021462,70aa3a43-8064-4147-91d4-ea9e7e287cd1,The Vacant Lots,neo-psychedelia,2
2692749,27781ae4-8437-4d43-a889-a425374f32d3,Candy Shop,girl group,2
5135,17fbada3-6dac-42f3-8a6c-8c1c1484f730,Fates Warning,progressive metal,10
22292,2171e02c-e6c5-4109-85b7-ce4f13576a36,Nigel Kennedy,classical,4
267351,962e9546-5fc7-465d-81c3-c275ccd9f8ae,U$O,hip hop,2
561657,b013ae2c-d0b7-4085-9a70-1cadfc964a79,Es,hip hop,3
561657,b013ae2c-d0b7-4085-9a70-1cadfc964a79,Es,danish,3
33563,144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,folk rock,2
58438,370bd5a3-4abf-4356-8576-3a8fc0c11d65,Above & Beyond,electronic,2
649117,9a6b7a48-0886-4a33-a192-b484859e6e25,Creeping,black metal,2
3065,8179e236-86df-459f-bd51-0107138d0a6a,Global Communication,ambient,5
1466451,4c71ebab-80ed-40d7-bad8-fdf360c289be,Grave Lines,sludge metal,2
47,03ad1736-b7c9-412a-b442-82536d63a5c4,Elliott Smith,singer-songwriter,2
5135,17fbada3-6dac-42f3-8a6c-8c1c1484f730,Fates Warning,heavy metal,4
2983179,0d1ff025-9c10-40ea-abe9-ddd106fe4bd8,USERS,post-punk,2
1425694,6eb863a5-477d-4be1-9e10-b5d56446ed16,Uru,j-pop,2
2103569,015af64f-6c38-48b9-9932-828387e41e3e,Arkajo,acid techno,2
166605,1c455a45-2822-495a-a3df-e9e55d31f147,Pat the Bunny,singer-songwriter,2
22292,2171e02c-e6c5-4109-85b7-ce4f13576a36,Nigel Kennedy,violinist,3
62521,bfa07730-ddc7-435c-870b-0b7af60c9dd0,Hazell Dean,synth-pop,2
1137480,f23a30b7-6301-4f3d-aa21-cd320dc3dd62,Evil,black metal,2
2010345,bee6592f-e67e-4a2a-bb10-59553bb034a7,Imminent Psychosis,thrash metal,2
5135,17fbada3-6dac-42f3-8a6c-8c1c1484f730,Fates Warning,metal,2
104120,8a2f71c8-ccbe-42de-a2fa-2490fc015374,Лев Толстой,has german audiobooks,2
49058,46a9a9f4-1c18-41ca-9440-a05e4f09f474,Hot Boy$,hip hop,2
605895,cde5ee26-d2e5-49f0-a574-6d363c19f4ec,Circle of Silence,power metal,2
249655,f2c2f494-c2c3-42f9-85a8-576da85f9b90,Billy Gibbons,blues rock,2
2318731,244547b5-bdd9-4f56-91e7-b84adf21ca83,Mirou Haddad,hip hop,2
932839,947cdd0b-c219-4c29-883d-a9d39ed052d0,Syberia,post-rock,2
1352433,f4c5d5eb-eb53-418c-a08a-f59011f34e76,Drastisch,gothic metal,2
1615421,c0e12a18-fd01-4c55-804f-6d12f9e065f1,Occvlta,black metal,2
222913,228f61ae-800c-491c-a2f9-988063e9d88b,Xhol Caravan,krautrock,2
1658216,7bab7a05-8b0f-4778-b0b8-02dd6deb463a,Just Mustard,trip hop,2
46839,f7338f2a-136b-4d5e-b099-5504cf997f58,Cardiacs,pronk,3
1658216,7bab7a05-8b0f-4778-b0b8-02dd6deb463a,Just Mustard,noise,2
262731,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,electro house,3
280730,462a85b4-83ac-4164-86b3-e5ac6a7ec040,Tokio Hotel,pop rock,4
280730,462a85b4-83ac-4164-86b3-e5ac6a7ec040,Tokio Hotel,german,2
596594,7f3d82ee-3817-4367-9eec-f33a312247a1,MARINA,alternative pop,5
649499,f0eed6bf-9b1b-4454-8595-ef9d990883d8,Hypno5e,progressive metal,2
597381,a18c09f4-6b6f-4f9c-a4bb-ae2db7cab657,Samsara Blues Experiment,stoner rock,5
589968,e9087af4-bbf6-4d02-a4fe-8155d93cee77,Karg,black metal,3
1424912,f9a4de7f-d3c6-4de8-8892-7aca52610edd,I Hate Models,techno,3
39116,38dd6337-19ae-4793-ab4b-313eff523457,Giorgio Moroder,italo-disco,2
589968,e9087af4-bbf6-4d02-a4fe-8155d93cee77,Karg,atmospheric black metal,3
166552,cdf80ada-5c3e-426f-a371-d9915d02a0da,John Field,classical,2
724265,f49794bf-ee55-42a3-b21c-df269480062f,Fourward,drum and bass,3
1615421,c0e12a18-fd01-4c55-804f-6d12f9e065f1,Occvlta,doom metal,2
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,rock,3
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,alternative rock,3
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,indie rock,3
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,indie,3
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,psychedelic rock,2
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,the growlers,2
2101207,4e8ddb17-7cec-486a-945b-841cc14e1248,Les Gold,grizzly bear,2
237114,5fb22384-0dbc-4ad3-914e-96f3acc715b8,Heimatærde,ebm,2
188202,13cab414-10c3-4e03-82e3-629e42b34875,高円寺百景,zeuhl,5
2493020,14d5a858-3074-42bc-ae7b-6f76d2e08068,MoonDeity,drift phonk,3
1948121,4ac02b0d-10e9-4ea5-974e-c26315e2b4e7,Eleanor Forte,vocaloid,2
171939,7427b774-2f9c-4b62-a9fd-c29fccec2d64,Kevin Moore,psychedelic rock,2
2121,4b585938-f271-45e2-b19a-91c634b5e396,Kate Bush,art rock,7
1658216,7bab7a05-8b0f-4778-b0b8-02dd6deb463a,Just Mustard,post-punk,2
497084,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,pop,7
202,e6de1f3b-6484-491c-88dd-6d619f142abc,Hans Zimmer,soundtrack,14
2342983,07f22dfa-a7be-4d19-91ec-607ee1f9c752,Haylee Danielle McDaniel,many names,2
262731,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,pop soul,4
246525,7c3f6f48-89a4-498a-bda5-b4b04edc1f63,Morgen,heavy psych,2
1134505,bca5b8b7-d40d-49fe-9100-7695165b3999,The Fur,stoner rock,2
37948,821e11d6-cfec-44a7-9615-06a4e631c975,Focus,symphonic prog,5
9764,535afeda-2538-435d-9dd1-5e10be586774,"Earth, Wind & Fire",dance,2
201176,a670e05a-cea8-4b37-bce9-d82daf1a0fa4,Feist,indie pop,4
40032,6f607087-9c46-4bb2-a884-e4efc764554c,The Streets,london,2
1756351,4981caf4-856a-4a2f-bdf1-3cfd65c6a532,コバソロ,j-pop,2
697727,fe4c4fd6-97f0-46d9-ba2e-ee14ea76a183,Hundred Percent Free,pop rock,2
940926,45c25199-fa62-4d4c-b0a2-11eeed6923c3,Perturbator,synthwave,14
691480,60e8e938-365e-4429-a141-4c79eb49588d,Chelsea Wolfe,gothic rock,2
560544,29cb45d6-d339-4ab2-a2e2-40715aa9f3bf,I Set My Friends on Fire,metalcore,2
1485598,f5eea9e8-68f4-403b-9ea3-f1c2dce5b6fc,Geoxor,future bass,5
863943,1071f7c2-3bfd-4d29-98fe-d65d45e225bf,Kenny Mehler,acoustic rock,5
2007318,fb955f77-1105-4bda-87c5-9843de68e438,Clairvoyance,death metal,2
9764,535afeda-2538-435d-9dd1-5e10be586774,"Earth, Wind & Fire",jazz,2
863943,1071f7c2-3bfd-4d29-98fe-d65d45e225bf,Kenny Mehler,alternative country,4
43577,6f23db9a-c501-4c5e-8a1a-e09ffa48ef5e,York,electronic,2
1215457,851dc999-f177-4a59-9d39-aadb18dafd54,Survive Said The Prophet,j-rock,2
940926,45c25199-fa62-4d4c-b0a2-11eeed6923c3,Perturbator,electronic,9
697727,fe4c4fd6-97f0-46d9-ba2e-ee14ea76a183,Hundred Percent Free,j-pop,2
1792863,eb58d478-e77c-4fda-a354-c662684534fe,Epoch,synthwave,3
97435,a2d11436-e38b-4cb1-b814-8f48648493af,Alex Cortex,acid techno,2
3144679,965daae2-cd25-4997-b4df-e9723e33e436,Ferus Canem,acid house,2
1172834,00a3e348-58f2-4bf1-a32d-5c1978d14478,Head of the Demon,black metal,2
1345794,0c2ea869-76ec-40a5-8e97-0fddf67f50bb,Emma McGann,au/ra,2
2307535,e7eae2e3-5109-48d8-a487-d36fe9f35341,Besna,black metal,2
1470615,02891c9c-a3e4-4423-99a1-39461e5ce452,Allen Omoregie,allensings,3
1251055,776bac51-68c1-4ce3-9c56-64526df00ef5,Lord Buffalo,heavy psych,2
68392,61d41068-5c4b-4ba0-ae9e-4f8a9274fc84,The Abyss,black metal,2
14530,666fd16d-d9f9-4eff-80ed-a064d5bbca7c,Grobschnitt,krautrock,3
158629,89dbe8a6-343a-41d6-875c-4cbcb9d5802a,Doggy’s Angels,hip hop,2
1577058,07dae2e3-a391-44d0-9b2d-b9711841e9b6,Hoerspielprojekt.de,audio drama,2
1184124,f9f9f6a1-693b-43da-bbeb-70395bb0a66a,水曜日のカンパネラ,edm,2
965839,f96f7f02-56cd-4084-98bd-cb725073bfb9,Claudio PRC,deep techno,2
135522,05e536dd-abaa-4e87-b9c0-678eb59c38c8,Nintendo,software company as artist,7
135522,05e536dd-abaa-4e87-b9c0-678eb59c38c8,Nintendo,company,2
261477,0cc49500-6bbe-418d-a45b-c55a39bd7c1a,Isole,metal,2
30174,82799747-1c25-4df6-92e1-6803e330b7f7,The Tabernacle Choir at Temple Square,choir,3
396003,ddaba401-91e6-486d-9a1e-78fdd6a946e3,Furze,black metal,2
30174,82799747-1c25-4df6-92e1-6803e330b7f7,The Tabernacle Choir at Temple Square,religious music,2
30174,82799747-1c25-4df6-92e1-6803e330b7f7,The Tabernacle Choir at Temple Square,sacred music,2
807070,9f5ea366-2340-487f-bc7a-9c0133671683,Gru,progressive metal,2
1023532,9c03bf5d-9b0d-474f-942a-5a28bde04ef0,Peter Hook & the Light,post-punk,2
247069,464aa85f-475e-4ebb-b67a-440b1d3862bd,Orange Sector,ebm,4
87812,a0ac9492-36ec-44c9-8583-5d7ff988f6c6,Church of Misery,doom metal,5
50832,fbcd7b29-455f-49e6-9c4f-8249d20a055e,Seether,post-grunge,6
1856069,34fe4e26-51be-4f73-9168-cb4491ca059b,Acid Rooster,space rock,2
2274439,ea559a02-9361-4e14-8c3a-4182b164dc1c,Aeviterne,technical death metal,2
1170071,f286baea-0bb9-4f70-8aff-7b6f528e9088,Keyboard Cat,animal,2
1564794,cbe3cce2-f97f-4ab0-a7d0-3636698d3f5f,Ludivine Issambourg,nu jazz,2
1019595,334e366b-7593-41e0-8dfc-fa4a28961698,Walking on Cars,pop rock,2
2349802,c3ca4407-3b99-42fb-9d79-32f8112cec6e,Nona Decima Morta,doom metal,2
905753,f58384a4-2ad2-4f24-89c5-c7b74ae1cce7,King Gizzard & the Lizard Wizard,experimental,2
80447,0280cec6-3c38-4367-bada-a433e1f399d3,Adrenalin O.D.,punk,2
999820,67ca34d4-cd66-4dfd-a50c-2e8ac7651a55,Doomed,doom metal,4
560544,29cb45d6-d339-4ab2-a2e2-40715aa9f3bf,I Set My Friends on Fire,electronic rock,3
999820,67ca34d4-cd66-4dfd-a50c-2e8ac7651a55,Doomed,death metal,3
783447,d5259aab-5a5d-42a8-a0b8-fb1bcd6b7ac9,Fred V,drum and bass,4
2955290,39ef54d4-65e1-46bd-94ad-fe2bd1af7edb,Stygian Path,epic metal,2
1348,00c49f40-d715-4b79-b223-432048602cce,Indigo Girls,folk rock,3
1507158,d9306c1c-fcfd-4383-bd91-594015b57b9f,Christopher Falzone,modern classical,3
613426,ac5112f7-df94-4cf8-b76c-f3eb36f1845a,IZIA,rock,2
571732,1c96800a-cf0f-44cf-bde5-eb196ece5f67,Felipe Peláez,vallenato,2
1614363,aafe3816-2d68-4528-adda-d68514c940d4,The Chats,punk rock,2
2274439,ea559a02-9361-4e14-8c3a-4182b164dc1c,Aeviterne,dissonant death metal,2
2348710,86ba7251-53f8-49dd-a1ee-968ed28a3292,Bento,type=animal,2
2348708,fa762876-25e9-4f17-9c4f-765fe4e32e58,Fatso,animal,2
2348708,fa762876-25e9-4f17-9c4f-765fe4e32e58,Fatso,type=animal,2
2348708,fa762876-25e9-4f17-9c4f-765fe4e32e58,Fatso,cat,2
1564794,cbe3cce2-f97f-4ab0-a7d0-3636698d3f5f,Ludivine Issambourg,hip hop,2
1323804,fd168ce8-bc96-4f48-94ed-e357109845e0,ORB,psychedelic rock,2
2348140,87329c19-c093-448f-be6f-65d7d6f49d70,The Gray Goo,progressive rock,2
2241052,4e6e78c6-160f-4e2b-8b25-3227a4ec677f,The Halo Effect,melodic death metal,7
1129236,cda72260-9583-4fc5-95a2-ce5de94d7c99,Weval,electronic,3
53473,1365bd1d-0777-4167-a6dd-cf80fd526cfa,Steve Stoll,techno,2
50832,fbcd7b29-455f-49e6-9c4f-8249d20a055e,Seether,hard rock,7
564568,f8291b67-1788-4a6f-bce0-47e9e209f398,Snaga,hip hop,2
44954,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,breakbeat hardcore,7
1928589,b84bab6c-1065-4909-8f0f-89afe9b827cd,COSSE,post-rock,2
9498,a5bd836d-8d8f-48a5-b0b7-dbb18b3264dd,Master P,hip hop,4
2019830,fcb5644e-7674-4c3f-a6ee-99a27edabb14,Towerz,lo-fi hip hop,2
1507158,d9306c1c-fcfd-4383-bd91-594015b57b9f,Christopher Falzone,piano,4
571732,1c96800a-cf0f-44cf-bde5-eb196ece5f67,Felipe Peláez,latin,2
2348710,86ba7251-53f8-49dd-a1ee-968ed28a3292,Bento,animal,2
2348726,4942a91f-7985-4524-868c-fb0ca832a369,Skinny,cat,2
508116,9feb1ef9-c3a0-4aaf-a8d3-ef8147869093,AstroPilot,ambient,3
36060,c44619f5-3862-4444-94d4-eda3f6812351,Charlie Rouse,hard bop,3
1806983,c47060fc-f047-49cc-b152-db523ff1d98f,MOLYBARON,hard rock,2
11429,4d9fb84a-8104-48c1-aa16-21f53c9053cc,Ignite,hardcore punk,2
5901,bb054ef1-4d81-4a3c-bd45-0d0021c1d39b,Numb,industrial,2
5901,bb054ef1-4d81-4a3c-bd45-0d0021c1d39b,Numb,industrial metal,2
394634,93cf754c-6bdc-4b05-96b5-f210a7936af6,Soap&Skin,darkwave,2
634509,e0140a67-e4d1-4f13-8a01-364355bee46e,Justin Bieber,teen pop,10
1964897,7a95a553-ba0d-4da4-a034-0c23eac9cf8f,Phlocalyst,lo-fi hip hop,2
67670,ec81be28-4c2c-4711-b8fb-c4c94e5bf112,Origin,technical death metal,5
1221524,a0b37191-4c4d-47d7-a414-7b2a5b7f4459,Stun Gun,gothic rock,2
877823,ac99bfcc-d36a-4995-a0d3-15f09e148c16,Seamoon,dub,2
563147,e59bc341-499f-4924-87cf-617cecf5fe4f,=NeutraL=,touhou,2
486446,66f89780-6c07-4c4b-8e4c-be4098090bf3,Ital Tek,electronic,2
971581,a416e183-c9db-49f3-aa78-60dfab1b1c94,Hirotaka Shirotsubaki,ambient,2
2030952,63f9cc0f-ac7a-42cf-884c-b5953cd42af6,Sisyphean,black metal,3
394634,93cf754c-6bdc-4b05-96b5-f210a7936af6,Soap&Skin,art pop,2
716335,9d043b12-6ec0-4b11-b4fe-b52cd2137307,ABSOLUTE CASTAWAY,doujin circle,2
3259,f1bedf1f-4445-4651-9c35-f4a3f3860a13,Giuseppe Verdi,european,2
3059965,9cd67500-974c-4571-9d36-607a393abb03,OKISO,ai-generated,6
